id|message|group|rgba[0]|rgba[1]|rgba[2]|sub_msg|type
5328|a,Your identity verification has been temporarily suspended due to suspected account theft. If you are not involved in account theft, please verify your identity by clicking the 'Release' button in the login page. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5329|a,Your account has been temporarily restricted due to your speculated abnormal methods of gameplay. If you did not employ abnormal means to play the game, please visit the website and go through the personal verification process to lift the restriction. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5330|a,Your account has been restricted due to your abuse of system weaknesses or bugs. Abusing bugs can cause grievous system errors or destroy the game balance. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5331|a,Your account is temporarily restricted due to a complaint filed in the process of name changing. For more information, visit <font color='#FFDF4C'>plaync homepage's(</font><font color='#6699FF'><a href='asfunction:homePage'>www.plaync.co.kr</a></font><font color='#FFDF4C'>) Customer Service 1:1 Inquiry</font>.\0|0|79|9B|B0|a,|a,flash\0
6001|a,The item has been successfully purchased.\0|0|79|9B|B0|a,|a,none\0
6002|a,The item has failed to be purchased.\0|0|79|9B|B0|a,|a,none\0
6003|a,The item you selected cannot be purchased. Unfortunately, the sale period ended.\0|0|79|9B|B0|a,|a,none\0
6004|a,Enchant failed. The enchant skill for the corresponding item will be exactly retained.\0|0|79|9B|B0|a,|a,none\0
6005|a,You do not have enough NCoin.\0|0|79|9B|B0|a,|a,none\0
6006|a,The item cannot be received because the inventory weight/quantity limit has been exceeded.\0|0|79|9B|B0|a,|a,none\0
6007|a,Purchase error: unqualified user status.\0|0|79|9B|B0|a,|a,none\0
6008|a,Product Purchase Error - The product is not right.\0|0|79|9B|B0|a,|a,none\0
6009|a,Product Purchase Error - The item within the product is not right.\0|0|79|9B|B0|a,|a,none\0
6010|a,Your master account has been restricted.\0|0|79|9B|B0|a,|a,
6011|a,You acquired $s1 XP and $s2 SP. (As a reward you receive $s3% more XP.)\0|0|79|9B|B0|a,|a,none\0
6012|a,a blessing that increases XP by $1 $2\0|0|79|9B|B0|a,|a,none\0
6013|a,It is not a blessing period. When you reach today's target, you can receive $s1.\0|0|79|9B|B0|a,|a,none\0
6014|a,It is Eva's blessing period. $s1 will be effective until $s2.\0|0|79|9B|B0|a,|a,none\0
6015|a,It is Eva's blessing period. Until $s1, Jack Sage can gift you with $s2.\0|0|79|9B|B0|a,|a,none\0
6016|a,Progress: Event stage $s1.\0|0|79|9B|B0|a,|a,none\0
6017|a,Eva's Blessing Stage $s1 has begun.\0|0|22|AA|EE|a,It is Eva's blessing period\0|a,none\0
6018|a,Eva's Blessing Stage $s1 has ended.\0|0|22|AA|EE|a,Currently it is not the blessing period.\0|a,none\0
6019|a,You cannot buy the item on this day of the week.\0|0|79|9B|B0|a,|a,none\0
6020|a,You cannot buy the item at this hour.\0|0|79|9B|B0|a,|a,none\0
6021|a,$s1 reached $s2 consecutive wins in Jack Game.\0|0|79|9B|B0|a,|a,none\0
6022|a,$s1 received $s4 $s3 as reward for $s2 consecutive wins.\0|0|79|9B|B0|a,|a,none\0
6023|a,World: $s1 consecutive wins ($s2 ppl.)\0|0|79|9B|B0|a,|a,none\0
6024|a,My Record: $s1 consecutive wins\0|0|79|9B|B0|a,|a,none\0
6025|a,World: Under 4 consecutive wins\0|0|79|9B|B0|a,|a,none\0
6026|a,My Record: Under 4 consecutive wins\0|0|79|9B|B0|a,|a,none\0
6027|a,It's Halloween Event period.\0|0|79|9B|B0|a,|a,none\0
6028|a,No record over 10 consecutive wins.\0|0|79|9B|B0|a,|a,none\0
6029|a,Please help raise reindeer for Santa's Christmas delivery!\0|0|66|66|FF|a,It is Holiday Event period.\0|a,none\0
6030|a,Santa has started delivering the Christmas gifts to Aden!\0|0|66|66|FF|a,Christmas gift delivery has begun.\0|a,none\0
6031|a,Santa has completed the deliveries! See you in 1 hour!\0|0|66|66|FF|a,Christmas gift delivery has ended.\0|a,none\0
6032|a,Santa is out delivering the gifts. Happy Holidays!\0|0|66|66|FF|a,Christmas gift delivery is in progress.\0|a,none\0
6033|a,Only the top $s1 appear in the ranking, and only the top $s2 are recorded in My Best Ranking.\0|0|79|9B|B0|a,|a,none\0
6034|a,$s1 have/has been initialized.\0|0|79|9B|B0|a,|a,none\0
6035|a,When there are many players with the same score, they appear in the order in which they were achieved.\0|0|79|9B|B0|a,|a,none\0
6036|a,Below $s1 point(s)\0|0|79|9B|B0|a,|a,none\0
6037|a,The Lovers' Jubilee has begun!\0|0|66|66|FF|a,It is Rose Spirit event period.\0|a,none\0
6038|a,You can use Evangelist Mark. (/Evangelist on/off is used to toggle)\0|8|79|9B|B0|a,|a,popupwithmsg\0
6039|a,You have completed the initial level. Congratulations~!\0|8|79|9B|B0|a,|a,popupwithmsg\0
6040|a,Please type "on/off" after the command.\0|0|79|9B|B0|a,|a,none\0
6041|a,This is the April Fools' Day event period.\0|0|0|FF|FF|a,It is April Fool's Day event period.\0|a,none\0
6042|a,The skill was canceled due to insufficient energy.\0|0|79|9B|B0|a,|a,none\0
6043|a,You cannot replenish energy because you do not meet the requirements.\0|0|79|9B|B0|a,|a,none\0
6044|a,Energy was replenished by $s1.\0|0|79|9B|B0|a,|a,none\0
6045|a,$c1 acquired the April Fools' Day Special Gift.\0|0|0|FF|FF|a,$c1 acquired the April Fools' Day Special Gift.\0|a,none\0
6046|a,The premium item for this account was provided. If the premium account is terminated, this item will be deleted.\0|0|79|9B|B0|a,|a,
6047|a,The premium item cannot be received because the inventory weight/quantity limit has been exceeded.\0|0|79|9B|B0|a,|a,
6048|a,The premium account has been terminated. The provided premium item was deleted.\0|0|79|9B|B0|a,|a,
6049|a,$s1 is on the Ignore List. In order to whisper, it must be deleted from the Ignore List. \\n\\nDo you want to delete $s1 from the Ignore List?\0|4|79|9B|B0|a,|a,popup\0
6050|a,If you have a Maestro's Key, you can use it to open the treasure chest.\0|0|79|9B|B0|a,|a,none\0
6051|a,You can't log in with an unregistered PC.\0|0|79|9B|B0|a,|a,none\0
6052|a,You have receive $s1 gift(s). You can receive $s2 more. The gift delivery time will reset every day at 6:30 AM.\0|0|79|9B|B0|a,|a,none\0
6053|a,You have earned $s1's XP through the PC Bonus.\0|0|22|AA|EE|a,|a,none\0
6054|a,You have earned $s1's Fame through the PC Bonus.\0|0|22|AA|EE|a,|a,none\0
6055|a,Membership cannot be changed because requirements of a clan member are not met.\0|0|79|9B|B0|a,|a,none\0
6056|a,$s1 (Currently $s3 time(s) has/have been used out of maximum $s2 times)\0|0|0|FF|FF|a,|a,none\0
6057|a,You cannot purchase the PC item. Make sure you have enough room in your inventory, and that make you are not suffering from the weight penalty. (The item will be resupplied every 5 minutes.)\0|0|22|AA|EE|a,|a,none\0
6058|a,That account is pending email authentication. Please verify authentication email with registered email account.\0|0|79|9B|B0|a,|a,none\0
6059|a,ID or Email\0|0|79|9B|B0|a,|a,none\0
6060|a,Password with no more than 16 characters\0|0|79|9B|B0|a,|a,none\0
6061|a,Hero chatting currently prohibited.\0|4|79|9B|B0|a,|a,popup\0
6062|a,Hero chatting is currently available.\0|0|79|9B|B0|a,|a,none\0
6063|a,Hero chatting has been stopped. $s1 minute(s) remaining until Hero Chatting will be available.\0|0|79|9B|B0|a,|a,none\0
6064|a,Items that were given as gifts cannot be returned for refund. \\n\\nDo you want to gift it to $s1?\0|4|79|9B|B0|a,|a,popup\0
6065|a,$s1 has sent you a gift.\0|0|79|9B|B0|a,|a,none\0
6066|a,If you cancel sending, the gift item cannot be sent again, and it will be returned to your character.\0|4|79|9B|B0|a,|a,popup\0
6067|a,Vitality is applied, and you receive $s1% bonus XP. A maximum of $s2 Vitality potion(s) can be used per week, including replenishing/maintaining/recovering.\0|0|79|9B|B0|a,|a,none\0
6068|a,Vitality is not yet applied. Vitality is replenished every Wednesday at 6:30 a.m. A maximum of $s1 vitality potion(s) can be used per week, including replenishing/maintaining/recovering.\0|0|79|9B|B0|a,|a,none\0
6069|a,You used the Adventurer's Song. You can use $s1 more. The use limit is reset every Wednesday at 6:30 a.m.\0|0|79|9B|B0|a,|a,none\0
6070|a,A maximum of 8 non-quantity items can be given as gifts. \\nPlease confirm the quantity.\0|4|79|9B|B0|a,|a,popup\0
6071|a,Your item gift-giving was successful. \\nYou can check the gift item through your mailbox.\0|4|79|9B|B0|a,|a,popup\0
6072|a,$s1% bonus XP is being applied.\0|0|79|9B|B0|a,|a,none\0
6073|a,$s1 vitality items can be used.\0|0|79|9B|B0|a,|a,none\0
6074|a,The name of the character cannot be in English.\0|0|79|9B|B0|a,|a,none\0
6075|a,If you press the start button, $s1's appearance will be changed. The Appearance Weapon will be deleted.\0|0|79|9B|B0|a,|a,none\0
6076|a,If you press the start button, $s1's appearance will be changed. The Appearance Weapon will remain.\0|0|79|9B|B0|a,|a,none\0
6077|a,If you press the start button, $s1 will be restored to its original appearance.\0|0|79|9B|B0|a,|a,none\0
6078|a,$s1's Weapon Appearance Modification has failed.\0|0|79|9B|B0|a,|a,none\0
6079|a,$s1's Weapon Appearance Modification has finished.\0|0|79|9B|B0|a,|a,none\0
6080|a,$s1's appearance will be changed to look like $s2's appearance. Proceed? (Warning: Soul Crystal Enhancement, PvP options, etc. could reset the appearance.)\0|4|79|9B|B0|a,|a,popup\0
6081|a,$s1's appearance will be changed. Do you wish to continue?\0|4|79|9B|B0|a,|a,popup\0
6082|a,$s1's appearance will be restored. Do you wish to continue?\0|4|79|9B|B0|a,|a,popup\0
6083|a,You cannot use this system during trading, private store, and workshop setup.\0|0|79|9B|B0|a,|a,none\0
6084|a,Weapon Appearance Modification or Restoration in progress. Please try again after completing this task.\0|0|79|9B|B0|a,|a,none\0
6085|a,$s1 now has $s2's appearance.\0|0|79|9B|B0|a,|a,none\0
6086|a,$s1's appearance was restored.\0|0|79|9B|B0|a,|a,none\0
6087|a,If you've lost your information, please visit <font color='#FFDF4C'>$s1(</font><font color='#6699FF'><a href='asfunction:homePage'>$s2</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font> to verify.\0|0|79|9B|B0|a,|a,flash\0
6088|a,NC True\0|0|79|9B|B0|a,|a,flash\0
6089|a,www.nctrue.com\0|0|79|9B|B0|a,|a,flash\0
6090|a,If you want to create a new account, please visit <font color='#FFDF4C'>$s1(</font><font color='#6699FF'><a href='asfunction:homePage'>$s2</a></font> and go to <font color='#FFDF4C'>)</font>.\0|0|79|9B|B0|a,|a,flash\0
6091|a,You cannot select a deactivated character. Activation can occur through the premium account service.\0|0|79|9B|B0|a,|a,flash\0
6092|a,This item cannot be modified or restored.\0|0|79|9B|B0|a,|a,none\0
6093|a,This item cannot be used as an Appearance Weapon.\0|0|79|9B|B0|a,|a,none\0
6094|a,This item does not meet requirements.\0|0|79|9B|B0|a,|a,none\0
6095|a,You cannot delete a deactivated character. Activation can occur through the premium account service.\0|0|79|9B|B0|a,|a,none\0
6096|a,Please select an item to change.\0|0|79|9B|B0|a,|a,none\0
6097|a,Failed to view the rank.\0|0|79|9B|B0|a,|a,none\0
6098|a,This item cannot be given as a gift.\0|4|79|9B|B0|a,|a,popup\0
6099|a,You cannot modify as you do not have enough Adena.\0|4|79|9B|B0|a,|a,popup\0
6100|a,You have spent $s1 on a successful appearance modification.\0|0|79|9B|B0|a,|a,none\0
6101|a,Item grades do not match.\0|0|79|9B|B0|a,|a,none\0
6102|a,You cannot extract from items that are higher-grade than items to be modified.\0|0|79|9B|B0|a,|a,none\0
